feature,spearman_with_price
Возраст_авто,-0.7150223002973392
Пробег_число,-0.6370564224977213
Лог_пробег,-0.6370564224977213
Пробег_на_год,-0.4028349433023854
Расход_л_на_100км,-0.03587541359761671
Двигатель_цилиндры,0.1398933424110115
Двигатель_объём_л,0.21469442140017628
Год выпуска,0.7150223002973392
